-27.5395, 29.86405,15
-27.5395, 92.75445,15
-2.618500000000001, 92.75445,15
-2.618500000000001, -0.9561166666666647,15
22.3025, -21.723616666666665,15
22.3025, 92.75445,15
47.2235, 94.89895,15
47.2235, -42.49111666666666,15
72.1445, -49.58917222222222,15
72.1445, 122.935075,15
97.06549999999999, 150.97119999999998,15
97.06549999999999, -56.51167222222222,15
121.9865, -59.972922222222216,15
121.9865, 179.00732499999998,15
146.9075, 207.04344999999998,15
146.9075, -59.550045238095244,15
171.8285, -26.915402380952386,15
171.8285, 235.07957499999995,15
196.74949999999998, 288.3677833333333,15
196.74949999999998, 128.92999117647057,15
221.67049999999998, 157.51584411764705,15
221.67049999999998, 303.76380714285716,15
246.59149999999997, 305.5438785714286,15
246.59149999999997, 186.1016970588235,15
271.51250000000005, 214.68755000000002,15
271.51250000000005, 307.32395,15
296.43350000000004, 307.32395,15
296.43350000000004, 223.75230000000002,15
